"Name","Category","ItemType","Description","ItemTaxCode","UnitPrice","CostingMethod","ManualCost","MovingAverageCost","LastPurchaseCost","LastVendor","VendorProductCode","VendorPrice","BarCode","ReorderPoint","ReorderQuantity","DefaultLocation","DefaultSublocation","Uom","SalesUom","SalesUomRatio1","SalesUomRatio2","PurchasingUom","PurchasingUomRatio1","PurchasingUomRatio2","ProductLength","ProductWidth","ProductHeight","ProductWeight","Remarks","Custom1","Custom2","Custom3","Custom4","Custom5","Custom6","Custom7","Custom8","Custom9","Custom10","IsActive"
"GDO 158  0019","Guard Filters","1","","Non-Taxable","300.00000","Moving Average","","152.43902400","2500.00000000","Union Lubricants","","2500.00000","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 161","Guard Filters","1","","Non-Taxable","720.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 163","Guard Filters","1","","Non-Taxable","385.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 171","Guard Filters","1","","Non-Taxable","565.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 178","Guard Filters","1","","Non-Taxable","280.00000","Manual","246.00000000","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 197","Guard Filters","1","","Non-Taxable","480.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 198","Guard Filters","1","","Non-Taxable","470.00000","Manual","422.00000000","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 199","Guard Filters","1","","Non-Taxable","560.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 2250/hino Dutro","Guard Filters","1","","Non-Taxable","850.00000","Moving Average","","763.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 317","Guard Filters","1","","Non-Taxable","470.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDo 326.","Guard Filters","1","","Non-Taxable","570.00000","Moving Average","","525.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 333","Guard Filters","1","","Non-Taxable","670.00000","Moving Average","","631.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 334","Guard Filters","2","","Non-Taxable","520.00000","Manual","461.00000000","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 337  /1780","Guard Filters","1","","Non-Taxable","1160.00000","Moving Average","","1055.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 345/1732","Guard Filters","1","","Non-Taxable","1250.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 352/2190","Guard Filters","1","","Non-Taxable","1650.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 501  ","Guard Filters","1","","Non-Taxable","430.00000","Moving Average","","397.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 506","Guard Filters","1","","Non-Taxable","540.00000","Moving Average","","498.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO 508","Guard Filters","1","","Non-Taxable","690.00000","Moving Average","","650.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GDO L010","Guard Filters","1","","Non-Taxable","700.00000","Manual","625.00000000","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Gear OiL 75w85","KIXX OiL","1","","Non-Taxable","1240.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Gear OiL 85w140","KIXX OiL","1","","Non-Taxable","1280.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GL 100  15plates","AGS Battery","1","","Non-Taxable","14800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"GL 50   11plate","AGS Battery","1","","Non-Taxable","8800.00000","Manual","8050.00000000","4026.00000000","8052.00000000","Modern Battery House","","8052.00000","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Grease kixx 3    15Kg","KIXX OiL","1","","Non-Taxable","20625.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Guard Brake OiL","Guard Filters","1","","Non-Taxable","250.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Havoline 1L 20w50","Caltex OiL","1","","Non-Taxable","960.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Havoline 3L 20w50","Caltex OiL","1","","Non-Taxable","2880.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Havoline 4L 20w50","Caltex OiL","1","","Non-Taxable","3840.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Havoline 4T  1L  20w40","Caltex OiL","1","","Non-Taxable","980.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Havoline 4T 0.7  20w40","Caltex OiL","1","","Non-Taxable","550.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Hawk solar 50","Other     Batteries","1","","Non-Taxable","5200.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HC 449 Air Filter ","Hi-Care Filter","1","","Non-Taxable","240.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HC 508 Fiat OiL Filter","Hi-Care Filter","1","","Non-Taxable","490.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HC Ac72  ","Hi-Care Filter","1","","Non-Taxable","300.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HC Suzuki OiL Filter","Hi-Care Filter","1","","Non-Taxable","190.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HD 20L   CF-4 20w50","KIXX OiL","1","","Non-Taxable","18720.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HD 4L  CF-4 20w50","KIXX OiL","1","","Non-Taxable","3820.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HD 6L   CF-4 20w50","KIXX OiL","1","","Non-Taxable","5730.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HD 8L   CF-4 20w50","KIXX OiL","1","","Non-Taxable","7560.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HX3  3L  20w50","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HX3  4L  20w50","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HX6  3L  10w40","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HX6  4L   10w40","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"HX7   3L  5w30","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Hyd 10L  ","Union  OiL ","1","","Non-Taxable","5300.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Hyd 20L ","Union  OiL ","1","","Non-Taxable","1100.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Hyd 68  20L  White","Union  OiL ","1","","Non-Taxable","13700.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"K5 0018","Union  OiL ","1","","Non-Taxable","0.00000","Moving Average","","2200.00000000","2200.00000000","Union Lubricants","","2200.00000","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"K5 4L 20w50","Union  OiL ","1","","Non-Taxable","3250.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"K6 4L 10w40 SN","Union  OiL ","1","","Non-Taxable","3650.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"K7  4L 5w30 SP","Union  OiL ","1","","Non-Taxable","4600.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 3000","FleetGuard Filter","1","","Non-Taxable","2100.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","Largest OD: 118.87 mm (4.68 in)
Overall Height: 301.75 mm (11.88 in)
Thread Size: 2 1/4-12 UNS-2B
Standpipe: Yes","","","","","","","","","","","True"
"LF 3342","FleetGuard Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 3343","FleetGuard Filter","1","","Non-Taxable","0.00000","","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 3349 ","FleetGuard Filter","1","","Non-Taxable","500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","Largest OD: 93.73 mm (3.69 in)
Overall Height: 176.28 mm (6.94 in)
Thread Size: 1-16 UN-2B","","","","","","","","","","","True"
"Lf 667","FleetGuard Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 670","FleetGuard Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 691A","FleetGuard Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 777","FleetGuard Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"LF 9009","FleetGuard Filter","1","","Non-Taxable","2200.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","Largest OD: 118.87 mm (4.68 in)
Overall Height: 301.76 mm (11.88 in)
Thread Size: 2 1/4-12 UNS-2B","","","","","","","","","","","True"
"M1  1.2L  20w50","ZIC OiL","1","","Non-Taxable","1000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M1  1L   20w50","ZIC OiL","1","","Non-Taxable","885.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M3  0.7 20w50","ZIC OiL","1","","Non-Taxable","650.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M3  0.8   20w50","ZIC OiL","1","","Non-Taxable","780.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M3  1L   20w50","ZIC OiL","1","","Non-Taxable","900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M3 1.2   20w50","ZIC OiL","1","","Non-Taxable","1100.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M5 0.7 20w40","ZIC OiL","1","","Non-Taxable","830.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M5 1L  20w40","ZIC OiL","1","","Non-Taxable","1150.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M9  0.7   10w40","ZIC OiL","1","","Non-Taxable","1200.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"M9  1L  10w40","ZIC OiL","1","","Non-Taxable","1750.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Mehran New AF","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Mehran Old AF","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"MF 50 9P","Osaka Battery ","1","","Non-Taxable","7900.00000","Manual","7357.00000000","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"MF 60 11P","Osaka Battery ","1","","Non-Taxable","8900.00000","Moving Average","","8257.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"MF 65L  13plates","AGS Battery","1","","Non-Taxable","11800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"MF 70L 11 plates  Thin Pole","Osaka Battery ","1","","Non-Taxable","9900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"MF 70L 11plates Thick pole","Osaka Battery ","1","","Non-Taxable","10200.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Mini Pajero AF ","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"New Alto AF","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NFF 236 /1440","Nafees Filters","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Nova 205L 0017","Union  OiL ","2","","Non-Taxable","150500.00000","Last Purchase","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Nova 3L  20w50","Union  OiL ","1","","Non-Taxable","2450.00000","Last Purchase","","0.00000000","","","","","0015","0.0000","","","","packs","","1.0000","1.0000","packs","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Nova 4L 20w50","Union  OiL ","1","","Non-Taxable","3250.00000","Moving Average","","","","","","","0016","0.0000","","Shop","","packs","","1.0000","1.0000","packs","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSF 094","Nafees Filters","1","","Non-Taxable","340.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSF 095  Diesel Filter","Nafees Filters","1","","Non-Taxable","330.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSF 224   Diesel Filter","Nafees Filters","1","","Non-Taxable","350.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSO 056 ","Nafees Filters","1","","Non-Taxable","490.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSO 135  T3500","Nafees Filters","1","","Non-Taxable","550.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSO 227  Z9010/Nissan","Nafees Filters","1","","Non-Taxable","1111111.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"NSO 6256","Nafees Filters","1","","Non-Taxable","950.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Oil Filter /HC 1049","Hi-Care Filter","1","","Non-Taxable","1250.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"OiL Filter /HC 2190","Hi-Care Filter","1","","Non-Taxable","1050.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"OiL Filter/HC 408","Hi-Care Filter","1","","Non-Taxable","250.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"P135s 17plates ","Osaka Battery ","1","","Non-Taxable","19000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"P150s 19plates ","Osaka Battery ","1","","Non-Taxable","20000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 205","Air Filter ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 205S","Air Filter ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 206","Air Filter ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 337","Air Filter ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 342","Air Filter ","1","","Non-Taxable","1300.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 380","Air Filter ","1","","Non-Taxable","1300.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAF 436","Air Filter ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PAO 4L 5w40","KIXX OiL","1","","Non-Taxable","6900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PFE 00 Acty","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PGM Cleaner","FleetGuard Filter","1","","Non-Taxable","220.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"PGM Supray ZF","Other Items","1","","Non-Taxable","250.00000","Moving Average","","0.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Phonix 180   21plates","Other     Batteries","1","","Non-Taxable","24600.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"power plus 2.5ah","AGS Battery","1","","Non-Taxable","850.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q3000  4L   20w50","Total OiL ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q3000 3L  20w50","Total OiL ","1","","Non-Taxable","","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q5000   3L   10w40","Total OiL ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q5000  4L   10w40","Total OiL ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q9000   3L   5w30","Total OiL ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Q9000  4L   5w30","Total OiL ","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"R1  10L  SAE50","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"R1  4L  SAE50","Shell OiL","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"R2  10L  20w50","Shell OiL","1","","Non-Taxable","8500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"R2  4L  20w50","Shell OiL","1","","Non-Taxable","3450.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"RBJ 00","MAXX Air Filter","1","","Non-Taxable","0.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"S180  21plates","Osaka Battery ","1","","Non-Taxable","23800.00000","Moving Average","","22600.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"S210  23plates","Osaka Battery ","1","","Non-Taxable","29500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"S50L  9 plates","Osaka Battery ","1","","Non-Taxable","7200.00000","Manual","6630.00000000","6630.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"S65L 11plates","Osaka Battery ","1","","Non-Taxable","9000.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Sigma 1L ","Union  OiL ","1","","Non-Taxable","720.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"sigma 4T 0.7","Union  OiL ","1","","Non-Taxable","480.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Solar 50  5plates","Osaka Battery ","1","","Non-Taxable","5500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"SP  60   9-Plate","AGS Battery","1","","Non-Taxable","8000.00000","Moving Average","","7452.00000000","7452.00000000","Modern Battery House","","7452.00000","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"SP 180   21 plates ","AGS Battery","1","","Non-Taxable","24500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"SP 70 11plates","AGS Battery","1","","Non-Taxable","9600.00000","Moving Average","","9001.00000000","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"SP 75  13-Plates","AGS Battery","1","","Non-Taxable","10300.00000","Moving Average","","9568.00000000","9568.00000000","Modern Battery House","","9568.00000","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"super 10","Osaka Battery ","1","","Non-Taxable","2900.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"Super 4  2.5ah","Osaka Battery ","1","","Non-Taxable","800.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"super 8 ","Osaka Battery ","1","","Non-Taxable","2700.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"supreme 4","Osaka Battery ","1","","Non-Taxable","950.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
"supreme 6 ","Osaka Battery ","1","","Non-Taxable","2500.00000","Moving Average","","","","","","","","0.0000","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","","","","","","","","","","","","","True"
